Player Name,Year,School Name,Conference,Classification,Games Played,Attempts,Yards,Average,Touchdowns,Reception,Receiving Yards,Avg/Rec,Receiving Touchdowns,Total Plays,Total Yards,Total Average,Total TDs,Kick Returns,Kick Return Yards,Kick Return Average,Kick Return Touchdowns,Punt Returns,Punt Return Yards,Punt Return Average,Punt Return TDs,Total Touches,Total Touchdowns,Rush Attempts/G,Rush Yards/Game,Rush TDs/Game,Receptions/G,Receiving Yards/G,Receiving TDs/G,Touches/Game,Total Touchdowns/Game,Total Touches/TD,RBR,All Conference,All American,Conference Player of The Year,Conference Freshman of Year,Doak Walker,Heisman,Drafted,All Conference Y2D,Heisman Y2D,All American Y2D,Conference POY2D,Doak Walker Y2D,Conf Fresh Y2D,Binary All American
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,0,,,#DIV/0!,,,,#DIV/0!,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
